Voltage(V),Discharge_Capacity(Ah)
4.088744164,0.085188499
4.088744164,0.085216688
4.088744164,0.085244877
4.088906288,0.085272622
4.088744164,0.085300813
4.088744164,0.085328998
4.088582039,0.085357182
4.088744164,0.085384943
4.088582039,0.085412701
4.088744164,0.08544088
4.088744164,0.085469051
4.088582039,0.085496797
4.088744164,0.08552497
4.088582039,0.085553166
4.088582039,0.085581344
4.088582039,0.085609102
4.088582039,0.085637287
4.088582039,0.08566548
4.088419914,0.085693675
4.088419914,0.085721862
4.088419914,0.085750051
4.088419914,0.085777817
4.088258266,0.08580601
4.088258266,0.085833765
4.088419914,0.085861962
4.088258266,0.085889713
4.088258266,0.085917894
4.088419914,0.085946077
4.088258266,0.085974254
4.088258266,0.086002443
4.088258266,0.086030626
4.088096142,0.086058376
4.088419914,0.086086566
4.088258266,0.086114333
4.088258266,0.08614251
4.088096142,0.086170274
4.088258266,0.086198028
4.088096142,0.086226222
4.088258266,0.086254411
4.088258266,0.086282601
4.088096142,0.086310361
4.087934017,0.086338129
4.088096142,0.086366318
4.088096142,0.08639451
4.088096142,0.086422696
4.087934017,0.086450893
4.088096142,0.086478665
4.087934017,0.086506847
4.087934017,0.086535036
4.087934017,0.086563223
4.087771893,0.086591415
4.087934017,0.086619601
4.087934017,0.086647796
4.087934017,0.086675551
4.087609768,0.086703729
4.087771893,0.086731922
4.087609768,0.086759682
4.087609768,0.086787885
4.087771893,0.086816072
4.087934017,0.086844272
4.087771893,0.086872026
4.087609768,0.086900227
4.087447643,0.086927993
4.087447643,0.086956173
4.087609768,0.086984347
4.087609768,0.087012103
4.087771893,0.087040293
4.087609768,0.087068047
4.087447643,0.087096227
4.087609768,0.087124425
4.087609768,0.087152609
4.087609768,0.087180366
4.087609768,0.087208133
4.087447643,0.087236313
4.087447643,0.087264498
4.087609768,0.087292689
4.087285519,0.08732088
4.087285519,0.087349065
4.087447643,0.087377259
4.087447643,0.087405445
4.087447643,0.087433629
4.087285519,0.087461385
4.087285519,0.087489146
4.087285519,0.087517332
4.087285519,0.087545525
4.087285519,0.087573711
4.087285519,0.087601894
4.087123394,0.08762964
4.087123394,0.087657827
4.087123394,0.087686012
4.086961746,0.087713767
4.087123394,0.087741946
4.087123394,0.087770135
4.087123394,0.087797891
4.087123394,0.08782607
4.086961746,0.087854251
4.087123394,0.087882434
4.087123394,0.087910622
4.086961746,0.087938809
4.086961746,0.087966991
4.086961746,0.087994743
4.086799622,0.088022494
4.087123394,0.088050684
4.087123394,0.088078433
4.086961746,0.088106619
4.086799622,0.088134803
4.086799622,0.088162561
4.086799622,0.088190739
4.086799622,0.088218921
4.086637497,0.088247108
4.086961746,0.088274859
4.086637497,0.088303051
4.086637497,0.088331234
4.086637497,0.088358988
4.086637497,0.088387175
4.086637497,0.088415367
4.086799622,0.088443553
4.086475372,0.088471756
4.086799622,0.088499937
4.086637497,0.088527694
4.086637497,0.088555873
4.086475372,0.08858406
4.086475372,0.088612254
4.086637497,0.088640443
4.086637497,0.088668634
4.086475372,0.088696393
4.086475372,0.088724582
4.086313248,0.088752346
4.086475372,0.08878053
4.086313248,0.088808712
4.086475372,0.088836886
4.086475372,0.088865067
4.086151123,0.088892823
4.086475372,0.088921005
4.086475372,0.088948749
4.086475372,0.088976943
4.086151123,0.089005137
4.086313248,0.089033316
4.086151123,0.089061504
4.086151123,0.089089689
4.086151123,0.089117452
4.086151123,0.089145631
4.085988998,0.089173821
4.085988998,0.089202012
4.086151123,0.089230189
4.085988998,0.089257948
4.085988998,0.089286126
4.085827351,0.089314304
4.085988998,0.089342489
4.085988998,0.089370237
4.085827351,0.089398415
4.085988998,0.089426603
4.085988998,0.089454354
4.085665226,0.089482539
4.085827351,0.089510718
4.085665226,0.089538484
4.085827351,0.089566663
4.085827351,0.089594843
4.085827351,0.089623019
4.085827351,0.089651204
4.085827351,0.089679386
4.085827351,0.089707132
4.085827351,0.089735307
4.085827351,0.089763041
4.085827351,0.089791213
4.085827351,0.089819401
4.085827351,0.089847156
4.085665226,0.089875338
4.085827351,0.089903521
4.085665226,0.089931704
4.085665226,0.089959889
4.085665226,0.089988073
4.085665226,0.090015825
4.085665226,0.090044004
4.085503101,0.090072181
4.085665226,0.090100365
4.085503101,0.090128548
4.085665226,0.0901563
4.085665226,0.090184492
4.085503101,0.090212253
4.085340977,0.090240432
4.085503101,0.090268612
4.085503101,0.090296815
4.085503101,0.090325003
4.085340977,0.090352761
4.085340977,0.090380947
4.085178852,0.090409142
4.085503101,0.0904369
4.085340977,0.090465075
4.085178852,0.090493272
4.085340977,0.090521458
4.085503101,0.090549641
4.085178852,0.090577834
4.085340977,0.090605587
4.085340977,0.090633782
4.085016727,0.090661968
4.085178852,0.090690153
4.085178852,0.090717901
4.085178852,0.090746097
4.085178852,0.090774283
4.085016727,0.090802465
4.085178852,0.090830217
4.085178852,0.090858402
4.085016727,0.090886592
4.085016727,0.090914765
4.084854603,0.090942516
4.085016727,0.090970693
4.084854603,0.090998885
4.085016727,0.09102664
4.085178852,0.091054821
4.084854603,0.091083004
4.084854603,0.09111119
4.084854603,0.09113937
4.084854603,0.091167109
4.085016727,0.091195287
4.084854603,0.091223467
4.084854603,0.091251644
4.084854603,0.091279396
4.084854603,0.091307579
4.084854603,0.091335759
4.084692955,0.091363941
4.084692955,0.091391698
4.084692955,0.091419877
4.084692955,0.091448067
4.084692955,0.09147626
4.084692955,0.091504445
4.084692955,0.091532628
4.084692955,0.091560816
4.08453083,0.091588992
4.084692955,0.091617178
4.08453083,0.091645366
4.08453083,0.091673555
4.08453083,0.091701308
4.08453083,0.091729493
4.08453083,0.091757674
4.084368706,0.09178586
4.08453083,0.091814041
4.08453083,0.091842226
4.084368706,0.091869981
4.084368706,0.091898164
4.084368706,0.091925926
4.084368706,0.091954106
4.08453083,0.091982283
4.084368706,0.092010459
4.084368706,0.092038205
4.084368706,0.092065963
4.084368706,0.092094146
4.084206581,0.092122338
4.084206581,0.092150526
4.084206581,0.092178709
4.084368706,0.092206456
4.084044456,0.092234649
4.084206581,0.092262836
4.084206581,0.092291021
4.084206581,0.092319206
4.083882332,0.092347383
4.084206581,0.09237557
4.084044456,0.092403759
4.084044456,0.092431944
4.084206581,0.092460135
4.083882332,0.092488321
4.084044456,0.092516511
4.084044456,0.092544265
4.084044456,0.09257245
4.084044456,0.092600643
4.083720207,0.092628829
4.084044456,0.092657012
4.083882332,0.09268521
4.083720207,0.092713401
4.083882332,0.09274158
4.083882332,0.092769764
4.083882332,0.092797515
4.083720207,0.092825277
4.083882332,0.092853469
4.083882332,0.092881655
4.083720207,0.092909846
4.083720207,0.092938028
4.083720207,0.092966222
4.083558083,0.092994412
4.083720207,0.09302216
4.083720207,0.093050347
4.083720207,0.093078106
4.083558083,0.093106275
4.083720207,0.093134024
4.083558083,0.093162206
4.083558083,0.093190389
4.083396435,0.093218141
4.083396435,0.093246325
4.083558083,0.093274504
4.083396435,0.093299649
4.083558083,0.093330436
4.083396435,0.093358627
4.083396435,0.093386814
4.08323431,0.093415006
4.083396435,0.093443194
4.083396435,0.093471379
4.083396435,0.093493927
4.08323431,0.093527297
4.08323431,0.093555044
4.083396435,0.093583224
4.08323431,0.093610966
4.08323431,0.093639158
4.08323431,0.093666906
4.08323431,0.093695094
4.08323431,0.093723278
4.08323431,0.093751468
4.08323431,0.093779213
4.08323431,0.093806968
4.08323431,0.093835163
4.083072186,0.093863341
4.08323431,0.093891094
4.083072186,0.093918849
4.082910061,0.093947036
4.083072186,0.093974787
4.083072186,0.094002978
4.083072186,0.094031157
4.083072186,0.094059348
4.082910061,0.094087105
4.082910061,0.094115293
4.083072186,0.094143479
4.082910061,0.094171667
4.082910061,0.094199431
4.082747936,0.094227615
4.082910061,0.094255378
4.082910061,0.094283563
4.082910061,0.094311752
4.082747936,0.094339944
4.082747936,0.094368132
4.082747936,0.094396324
4.082910061,0.094424514
4.082585812,0.09445226
4.082747936,0.094480455
4.082585812,0.094508646
4.082747936,0.094536411
4.082585812,0.094564161
4.082585812,0.094592351
4.082585812,0.094620533
4.082585812,0.094648287
4.082585812,0.094676475
4.082423687,0.09470466
4.082423687,0.094732849
4.082585812,0.094761035
4.082423687,0.094789231
4.082585812,0.094817423
4.082423687,0.094845173
4.082423687,0.094873354
4.082585812,0.094901103
4.082423687,0.094929293
4.082262039,0.094957047
4.082423687,0.094985227
4.082262039,0.09501342
4.082423687,0.095041604
4.082262039,0.095069783
4.082262039,0.095097962
4.082262039,0.095125713
4.082262039,0.095153906
4.082262039,0.095182089
4.082262039,0.095210261
4.082262039,0.095238015
4.082262039,0.095266206
4.082262039,0.095293953
4.082262039,0.095322128
4.082262039,0.095349873
4.082099915,0.095378064
4.082262039,0.095405817
4.082099915,0.095433995
4.08193779,0.095462178
4.08193779,0.095490364
4.08193779,0.09551812
4.08193779,0.095546288
4.08193779,0.095574033
4.082099915,0.095602214
4.08193779,0.095630401
4.08193779,0.09565859
4.081775665,0.095686783
4.08193779,0.095714541
4.08193779,0.095742737
4.08193779,0.095770917
4.081775665,0.095799108
4.081775665,0.095827283
4.081775665,0.09585505
4.081775665,0.095883242
4.081775665,0.095911432
4.081613541,0.095939625
4.081775665,0.095967802
4.081775665,0.095995991
4.081775665,0.096023741
4.081775665,0.096051494
4.081613541,0.096079679
4.081775665,0.096107863
4.081613541,0.096135623
4.081451416,0.096163814
4.081451416,0.096192001
4.081613541,0.096220187
4.081613541,0.096248377
4.081613541,0.096276569
4.081613541,0.096304751
4.081613541,0.09633294
4.081451416,0.096361129
4.081289291,0.096389314
4.081451416,0.096417499
4.081451416,0.096445695
4.081451416,0.096473882
4.081289291,0.096502066
4.081451416,0.096530258
4.081289291,0.096558017
4.081289291,0.096586202
4.081289291,0.096614409
4.081289291,0.0966426
4.081289291,0.096670351
4.081127167,0.096698534
4.081127167,0.096726284
4.081127167,0.096754487
4.081289291,0.096782685
4.081127167,0.09681086
4.081289291,0.096839044
4.081127167,0.096866796
4.081127167,0.096894553
4.081127167,0.096922734
4.081127167,0.096950922
4.081127167,0.096979106
4.081127167,0.097006857
4.080965519,0.097034599
4.080965519,0.097062781
4.081127167,0.097090532
4.081127167,0.097118715
4.080803394,0.097146895
4.080803394,0.097174657
4.080965519,0.097202839
4.080803394,0.097230588
4.080803394,0.097258768
4.080965519,0.097286531
4.080803394,0.09731471
4.080803394,0.097342898
4.080803394,0.097371091
4.080803394,0.097398848
4.080803394,0.09742702
4.080803394,0.097454779
4.08064127,0.097482951
4.080803394,0.097511149
4.080803394,0.09753934
4.080803394,0.097567533
4.08064127,0.097595707
4.080479145,0.097623893
4.08064127,0.097652071
4.08064127,0.097680255
4.08064127,0.097708439
4.08064127,0.09773663
4.080803394,0.097764814
4.08064127,0.097792995
4.08064127,0.097820751
4.080479145,0.097848929
4.08064127,0.097877115
4.080479145,0.097904872
4.080479145,0.097933057
4.080479145,0.09796125
4.080479145,0.097989431
4.08031702,0.098017616
4.080479145,0.0980458
4.080479145,0.098073987
4.08031702,0.098102171
4.08031702,0.098130364
4.08031702,0.098158115
4.08031702,0.098186295
4.08031702,0.098214059
4.080154896,0.098242241
4.08031702,0.098270432
4.080479145,0.098298628
4.08031702,0.098326814
4.080154896,0.098354571
4.080154896,0.09838233
4.080154896,0.098410525
4.080154896,0.098438725
4.079992771,0.098466923
4.080154896,0.098494682
4.080154896,0.098522872
4.080154896,0.098550634
4.080154896,0.098578823
4.079992771,0.098607013
4.079992771,0.098635211
4.079992771,0.0986634
4.079992771,0.098691592
4.079992771,0.098719769
4.079831123,0.098747951
4.079992771,0.098775702
4.079992771,0.098803442
4.079992771,0.098831625
4.079831123,0.098859802
4.079992771,0.098887549
4.079831123,0.098915741
4.079668999,0.098943936
4.079831123,0.098972124
4.079668999,0.099000312
4.079831123,0.099028497
4.079668999,0.09905625
4.079668999,0.099084019
4.079668999,0.099112208
4.079831123,0.099140384
4.079668999,0.099168578
4.079506874,0.099196755
4.079506874,0.099224515
4.079668999,0.099252697
4.079668999,0.099280883
4.079506874,0.099309079
4.079506874,0.099337283
4.079506874,0.099365464
4.079506874,0.099393651
4.079506874,0.099419238
4.079668999,0.099449578
4.079344749,0.099477769
4.079344749,0.099505525
4.079344749,0.099533703
4.079344749,0.099561889
4.079182625,0.09959008
4.079344749,0.099613487
4.079506874,0.099646456
4.079344749,0.099674203
4.079344749,0.099702395
4.079344749,0.099730141
4.079344749,0.099758325
4.079344749,0.099786519
4.079182625,0.099814707
4.079344749,0.099842472
4.0790205,0.099870658
4.079182625,0.099898415
4.079344749,0.099926168
4.079182625,0.099953917
4.079344749,0.099982097
4.0790205,0.100010282
4.079182625,0.100038458
4.079182625,0.100066649
4.079344749,0.100094404
4.0790205,0.100122588
4.0790205,0.100150774
4.0790205,0.100178966
4.0790205,0.100207157
4.0790205,0.100235341
4.078858376,0.100263521
4.078858376,0.100291696
4.0790205,0.100319457
4.0790205,0.100347645
4.0790205,0.100375399
4.078696251,0.100403581
4.078858376,0.10043177
4.078858376,0.100459962
4.078858376,0.100488144
4.078696251,0.100516334
4.078858376,0.10054452
4.078534603,0.100572716
4.078696251,0.100600909
4.078858376,0.100629097
4.078858376,0.100657291
4.078858376,0.100685485
4.078696251,0.100713238
4.078696251,0.100741428
4.078534603,0.100769608
4.078696251,0.100797799
4.078534603,0.100825986
4.078534603,0.100854175
4.078534603,0.100882355
4.078372478,0.100910542
4.078534603,0.100938295
4.078534603,0.100966482
4.078534603,0.100994681
4.078534603,0.101022871
4.078534603,0.101050625
4.078372478,0.101078813
4.078372478,0.101106571
4.078534603,0.101134309
4.078372478,0.101162493
4.078372478,0.101190671
4.078372478,0.10121885
4.078372478,0.101247034
4.078210354,0.101275231
4.078210354,0.10130299
4.078210354,0.101331185
4.078210354,0.101358929
4.078210354,0.101387114
4.078210354,0.101415301
4.078372478,0.10144306
4.078048229,0.101471228
4.078048229,0.101499406
4.078048229,0.101527589
4.078048229,0.101555781
4.078210354,0.101583967
4.078048229,0.101612148
4.078048229,0.10164034
4.078048229,0.101668092
4.077886105,0.101696268
4.078048229,0.101724446
4.077886105,0.101752641
4.078048229,0.101780832
4.078048229,0.101808586
4.078048229,0.101836772
4.077886105,0.101864972
4.077886105,0.101892728
4.077886105,0.10192091
4.077886105,0.101949089
4.07772398,0.101977276
4.077886105,0.102005032
4.07772398,0.102032788
4.07772398,0.102060978
4.07772398,0.102088736
4.07772398,0.102116929
4.07772398,0.102145113
4.07772398,0.102172884
4.07772398,0.102201067
4.077561855,0.102228843
4.07772398,0.102257022
4.077561855,0.102285215
4.07772398,0.102312964
4.077561855,0.10234115
4.077561855,0.102369344
4.077400208,0.102397532
4.077400208,0.102425726
4.077561855,0.102453919
4.077561855,0.102482115
4.077561855,0.10251031
4.077561855,0.102538504
4.077561855,0.102566255
4.077400208,0.102594445
4.077400208,0.102622634
4.077400208,0.102650827
4.077400208,0.102679008
4.077400208,0.102707212
4.077400208,0.102734975
4.077400208,0.10276275
4.077238083,0.102790936
4.077238083,0.102819126
4.077238083,0.102847311
4.077238083,0.102875076
4.077238083,0.10290283
4.077238083,0.102931008
4.077238083,0.102959198
4.077238083,0.102987397
4.077075958,0.103015155
4.077075958,0.103042919
4.077238083,0.103071104
4.077075958,0.103099292
4.076913834,0.103127484
4.077238083,0.103155658
4.077075958,0.103183405
4.077238083,0.103211587
4.077075958,0.103239337
4.077075958,0.103267521
4.076913834,0.103295707
4.076913834,0.1033239
4.076913834,0.103351656
4.077075958,0.103379849
4.076913834,0.103407594
4.076913834,0.103435774
4.076751709,0.103463526
4.077075958,0.103491281
4.076913834,0.103519465
4.076913834,0.103547225
4.076751709,0.103575411
4.076589584,0.103603174
4.076751709,0.103630924
4.076913834,0.103659104
4.076751709,0.103687302
4.076751709,0.103715486
4.076751709,0.103743671
4.076751709,0.103771864
4.076589584,0.103800054
4.076913834,0.103828238
4.076589584,0.103856418
4.076589584,0.103884608
4.07642746,0.103912366
4.076589584,0.10394056
4.076589584,0.103968744
4.07642746,0.10399693
4.076589584,0.104025123
4.076589584,0.104052875
4.076589584,0.104081061
4.07642746,0.104109248
4.076589584,0.104137437
4.076589584,0.104165192
4.07642746,0.104193377
4.07642746,0.104221567
4.07642746,0.104249324
4.076589584,0.10427751
4.07642746,0.104305269
4.07642746,0.10433304
4.076265812,0.10436123
4.076265812,0.104389415
4.07642746,0.104417166
4.076265812,0.104444919
4.076265812,0.104473106
4.076265812,0.1045013
4.076103687,0.104529482
4.076265812,0.104557663
4.076265812,0.104585413
4.076103687,0.104613174
4.076103687,0.104641358
4.076103687,0.104669105
4.076103687,0.104697292
4.075941563,0.104725055
4.076103687,0.104753249
4.076265812,0.104781428
4.076103687,0.104809607
4.075941563,0.104837792
4.075941563,0.104865976
4.075941563,0.10489373
4.075779438,0.104921919
4.075941563,0.104949682
4.075779438,0.104977866
4.075941563,0.105005616
4.075779438,0.105033362
4.075941563,0.105061551
4.075779438,0.105089303
4.075941563,0.105117059
4.075617313,0.105145239
4.075779438,0.105173426
4.075779438,0.10520161
4.075779438,0.105229793
4.075779438,0.105257973
4.075617313,0.105285728
4.075617313,0.105313917
4.075779438,0.105342101
4.075779438,0.105370282
4.075617313,0.105398048
4.075617313,0.105426232
4.075617313,0.105453997
4.075455189,0.105482193
4.075455189,0.105509944
4.075455189,0.105537684
4.075617313,0.105565873
4.075455189,0.105593633
4.075455189,0.10562181
4.075455189,0.10564998
4.075293064,0.105678169
4.075455189,0.105705922
4.075455189,0.105733249
4.075455189,0.105761866
4.075455189,0.105789618
4.075293064,0.105817376
4.075455189,0.105845571
4.075455189,0.105873756
4.075293064,0.105901948
4.075293064,0.105930132
4.075293064,0.105957892
4.075293064,0.105986081
4.075455189,0.106013837
4.075130939,0.106042022
4.075293064,0.106070205
4.075293064,0.106098399
4.075130939,0.106126155
4.075293064,0.106154335
4.075293064,0.106182524
4.075130939,0.106210723
4.075130939,0.10623891
4.074969292,0.106267109
4.075293064,0.1062953
4.074969292,0.106323477
4.074969292,0.106351665
4.075130939,0.106379852
4.074969292,0.106408042
4.075130939,0.106435801
4.074969292,0.106463996
4.074969292,0.106492195
4.075130939,0.106519951
4.074807167,0.106548148
4.074969292,0.106575907
4.074969292,0.106603665
4.074807167,0.106631847
4.074807167,0.106660036
4.074969292,0.106687803
4.074807167,0.106715554
4.074807167,0.106743747
4.074645042,0.106771945
4.074807167,0.10680013
4.074807167,0.106827875
4.074807167,0.106856067
4.074807167,0.106883825
4.074807167,0.106912009
4.074807167,0.106939776
4.074645042,0.106967961
4.074645042,0.106996147
4.074807167,0.107024326
4.074482918,0.107052513
4.074807167,0.107080706
4.074645042,0.107108892
4.074645042,0.107137066
4.074482918,0.107164823
4.074482918,0.107193005
4.074807167,0.107220759
4.074645042,0.107248519
4.074482918,0.10727671
4.074320793,0.107304905
4.074482918,0.107333095
4.074320793,0.107361289
4.074320793,0.107389477
4.074482918,0.107417668
4.074320793,0.107445425
4.074320793,0.107473607
4.074320793,0.107501789
4.074320793,0.107529977
4.074320793,0.107558168
4.074482918,0.107586348
4.074320793,0.107614095
4.074158669,0.107642279
4.074158669,0.107670467
4.074320793,0.107698652
4.074158669,0.107726407
4.074158669,0.107754148
4.074158669,0.107782339
4.074158669,0.107810525
4.074158669,0.107838277
4.074158669,0.107866461
4.074158669,0.107894636
4.074158669,0.107922824
4.073996544,0.10795101
4.073996544,0.107979194
4.074158669,0.108007382
4.073996544,0.108035134
4.073834896,0.108063327
4.073996544,0.108091505
4.073834896,0.108119693
4.073834896,0.108147864
4.073834896,0.10817605
4.073834896,0.108204238
4.073834896,0.108232429
4.073834896,0.108260194
4.073834896,0.108288376
4.073996544,0.108316559
4.073672771,0.108344744
4.073834896,0.108372941
4.073834896,0.108401128
4.073672771,0.108429322
4.073834896,0.108457512
4.073510647,0.108485694
4.073672771,0.108513882
4.073672771,0.108542069
4.073672771,0.108570254
4.073510647,0.108598442
4.073510647,0.108626634
4.073672771,0.108654822
4.073672771,0.108683004
4.073510647,0.108711196
4.073672771,0.108739386
4.073510647,0.108767143
4.073348522,0.108795334
4.073510647,0.108823097
4.073348522,0.108851289
4.073510647,0.108879482
4.073510647,0.108907669
4.073510647,0.108935871
4.073510647,0.108964067
4.073348522,0.108992253
4.073510647,0.109020438
4.073348522,0.109048617
4.073348522,0.109076805
4.073348522,0.10910456
4.073348522,0.109132315
4.073348522,0.10916051
4.073186398,0.109188682
4.073348522,0.109216437
4.073348522,0.10924461
4.073024273,0.109272357
4.073186398,0.109300548
4.073024273,0.109328736
4.073186398,0.109356916
4.073348522,0.109385098
4.073024273,0.109413284
4.073186398,0.10944103
4.073024273,0.10946878
4.073024273,0.109496962
4.073024273,0.109525156
4.073186398,0.109553342
4.073024273,0.109581522
4.072862148,0.109609711
4.073186398,0.10963789
4.073024273,0.109665639
4.072862148,0.109693833
4.072862148,0.109722025
4.072862148,0.109750204
4.073024273,0.109777956
4.072862148,0.109806145
4.072862148,0.1098339
4.072862148,0.109862085
4.072862148,0.109890261
4.072700024,0.109918014
4.072862148,0.109946199
4.072700024,0.109974385
4.072700024,0.11000214
4.072862148,0.11003033
4.072700024,0.110058516
4.072700024,0.110086265
4.072700024,0.110114456
4.072700024,0.110142214
4.072700024,0.110170392
4.072700024,0.110198585
4.072700024,0.110226773
4.072700024,0.110254964
4.072538376,0.11028316
4.072538376,0.110311354
4.072700024,0.110339543
4.072538376,0.110367304
4.072538376,0.110395493
4.072538376,0.110423692
4.072376251,0.110451891
4.072538376,0.110480074
4.072376251,0.110508263
4.072376251,0.110536461
4.072376251,0.11056466
4.072376251,0.110592417
4.072214127,0.110620605
4.072376251,0.110648368
4.072376251,0.110676558
4.072214127,0.110704742
4.072214127,0.110732497
4.072214127,0.110760702
4.072376251,0.110788901
4.072214127,0.110817087
4.072214127,0.110845284
4.072214127,0.110873469
4.072214127,0.110901222
4.072214127,0.11092941
4.072214127,0.11095759
4.072214127,0.110985361
4.072214127,0.111013557
4.072052002,0.111041754
4.071889877,0.111069946
4.072214127,0.111097703
4.072052002,0.111125881
4.072214127,0.111153645
4.072052002,0.111181402
4.072052002,0.111209587
4.071889877,0.111237773
4.072052002,0.111265529
4.071889877,0.111293285
4.071727753,0.111321477
4.071889877,0.111349231
4.071889877,0.11137741
4.071727753,0.111405588
4.071889877,0.111433766
4.071889877,0.111461526
4.071727753,0.111489708
4.071889877,0.111517891
4.071727753,0.111546078
4.071727753,0.111574255
4.071727753,0.111602022
4.071565628,0.111630196
4.071565628,0.111658386
4.071727753,0.111686578
4.071727753,0.111714767
4.071565628,0.111742954
4.071565628,0.111770711
4.071565628,0.111798895
4.071565628,0.111827084
4.07140398,0.111854831
4.071565628,0.111882588
4.071565628,0.11191078
4.071565628,0.111938968
4.071565628,0.111967161
4.071565628,0.111995363
4.071565628,0.112023548
4.07140398,0.112051307
4.07140398,0.1120795
4.071565628,0.112107693
4.071241856,0.112135874
4.07140398,0.11216363
4.071565628,0.112191802
4.07140398,0.112219969
4.07140398,0.112248151
4.071565628,0.112276343
4.071241856,0.112304102
4.07140398,0.112331857
4.071241856,0.112360044
4.071241856,0.112388231
4.071241856,0.112415982
4.071241856,0.112443734
4.071241856,0.112471922
4.071241856,0.112500105
4.071241856,0.112528302
4.070917606,0.112556494
4.071241856,0.112584689
4.071241856,0.112612893
4.070917606,0.112640655
4.070917606,0.112668418
4.071079731,0.11269661
4.071079731,0.112724808
4.071079731,0.112752997
4.071079731,0.112780757
4.070917606,0.112808952
4.070917606,0.112837143
4.070917606,0.112865331
4.070917606,0.112893091
4.070917606,0.112921274
4.071079731,0.112949453
4.070917606,0.112977635
4.070917606,0.113005821
4.070917606,0.113033585
4.070917606,0.113061774
4.070755482,0.113089946
4.070755482,0.113117703
4.070917606,0.113145896
4.070755482,0.113174086
4.070755482,0.113201834
4.070755482,0.113230024
4.070755482,0.11325821
4.070593357,0.113286395
4.070593357,0.113314575
4.070755482,0.113342325
4.070593357,0.11337051
4.070593357,0.113398702
4.070593357,0.113426879
4.070593357,0.113454634
4.070431232,0.11348282
4.070593357,0.113511004
4.070593357,0.113539185
4.070593357,0.113566936
4.070431232,0.113595112
4.070431232,0.1136233
4.070431232,0.113651479
4.070431232,0.113679656
4.070269108,0.11370784
4.070431232,0.113735591
4.070431232,0.113763762
4.070269108,0.113791521
4.070431232,0.113819703
4.070431232,0.11384788
4.070269108,0.113875624
4.07010746,0.113903382
4.070269108,0.113931571
4.070269108,0.113956707
4.070269108,0.113987935
4.07010746,0.114015677
4.070269108,0.114043435
4.07010746,0.114071612
4.070269108,0.114099798
4.07010746,0.114127987
4.07010746,0.114150972
4.07010746,0.114184373
4.07010746,0.114212134
4.07010746,0.114240319
4.07010746,0.114268487
4.07010746,0.114296662
4.07010746,0.114324418
4.07010746,0.1143526
4.069945335,0.114380364
4.069945335,0.114408551
4.069945335,0.114436745
4.069945335,0.114464938
4.069783211,0.114493111
4.069783211,0.114521294
4.069945335,0.114549481
4.069783211,0.114577239
4.069945335,0.114605003
4.069945335,0.114633197
4.069945335,0.114660953
4.069621086,0.114689131
4.069945335,0.114716886
4.069783211,0.114745072
4.069945335,0.114773264
4.069783211,0.114801441
4.069621086,0.114829632
4.069783211,0.114857818
4.069783211,0.114885566
4.069783211,0.11491331
4.069621086,0.114941511
4.069621086,0.114969692
4.069783211,0.114997448
4.069621086,0.115025207
4.069621086,0.115053395
4.069458961,0.115081588
4.069621086,0.115109782
4.069458961,0.115137966
4.069458961,0.115166161
4.069621086,0.115193925
4.069458961,0.115222124
4.069458961,0.115250305
4.069458961,0.115278499
4.069296837,0.115306251
4.069296837,0.115334422
4.069296837,0.115362599
4.069458961,0.115390792
4.069296837,0.11541898
4.069458961,0.115447174
4.069134712,0.115475354
4.069296837,0.115503117
4.069296837,0.115531295
4.069134712,0.115559478
4.069296837,0.115587663
4.069134712,0.115615422
4.069296837,0.115643177
4.069296837,0.115671355
4.068973064,0.115699528
4.069134712,0.115727276
4.069296837,0.115755469
4.069296837,0.115783655
4.068973064,0.115811425
4.069134712,0.11583962
4.069134712,0.115867373
4.068973064,0.115895554
4.068973064,0.11592331
4.069134712,0.115951068
4.069134712,0.115979257
4.069134712,0.11600702
4.068973064,0.116034776
4.06881094,0.116062963
4.06881094,0.116091159
4.06881094,0.116119358
4.06881094,0.116147116
4.06881094,0.116174886
4.06881094,0.116203068
4.06881094,0.116231264
4.06881094,0.116259456
4.06881094,0.116287646
4.06881094,0.116315414
4.06881094,0.116343595
4.06881094,0.116371357
4.06881094,0.116399111
4.06881094,0.116427301
4.068648815,0.116455495
4.068648815,0.116483255
4.06881094,0.116511437
4.068648815,0.116539628
4.068648815,0.116567826
4.068486691,0.116595578
4.068486691,0.116623767
4.068648815,0.116643289
4.068486691,0.116680145
4.068648815,0.116708329
4.068324566,0.1167361
4.068486691,0.116764294
4.068486691,0.116792062
4.068486691,0.116820256
4.068486691,0.11684845
4.068486691,0.116876644
4.068486691,0.116904393
4.068486691,0.116932159
4.068324566,0.116960341
4.068324566,0.116988096
4.068486691,0.117016281
4.068486691,0.117044032
4.068324566,0.11707222
4.068324566,0.117100406
4.068486691,0.117128591
4.068324566,0.117156785
4.068162441,0.117184977
4.068162441,0.117213158
4.068324566,0.117241344
4.068162441,0.117269532
4.068324566,0.11729728
4.068162441,0.117325037
4.068000317,0.117352805
4.068000317,0.117381
4.068000317,0.117409184
4.068162441,0.117437368
4.068000317,0.117465126
4.067838192,0.117493315
4.067838192,0.117521507
4.067838192,0.117549266
4.068000317,0.117577019
4.067838192,0.117604784
4.067838192,0.117632973
4.067838192,0.117661174
4.067838192,0.117689361
4.067838192,0.117717122
4.067838192,0.117745312
4.067838192,0.11777351
4.067676544,0.11780126
4.067676544,0.117829015
